class,text
pos,"I almost gave this album a 9 but decided to give it a 10 which is something I don't do very often. I don't really understand how this album didn't get mostly great reviews from critics as in universal acclaim. This album might be even better than A Rush of Blood To the Head but I won't say it is. My least favorite track from this one is Violet Hill but it's still a great song. The album is classic Coldplay from start to finish. The final track along with the hidden track is just simply beautiful! Other GREAT songs include Viva La Vida, Lost!, 42 and Lovers In Japan/Reign of Love. The other songs I didn't mention are wonderful too. Is this album better than Rush of Blood? I don't know but it should be Coldplay's defining album along with A Rush of Blood To the Head. "
pos,"Excellent album, well worth the positive critical reaction. The music is great, and I love that they're trying something new. For me, the low point of the album is ""Reign of Love"", and even that's pretty good. 
Favourite tracks: ""Cemeteries of London"", ""Lost!"", ""Violet Hill"", ""Strawberry Swing"", ""Lovers in Japan"". "
neg,"Maroon 5 settles for mediocrity on Red Pill Blues. They say donít judge the music by its album cover, but looking at the horrible record art of Red Pill Blues (which also is a terrible record title) just canít help any instinct but be skeptic; give it a listen and reality does hit like a truck: Maroon 5 struggles all over on their sixth record. 

A very unpassionate Levine croons for over 50 minutes of uninteresting ideas and story lines with the bandís new take on production, injecting house, r&b, and funk. The production per track are identical, like listening for ten songs with different love problems but having same instrumentation, flow, and distastefulness."
neg,Red Pill Blues extends on Maroon 5's mediocrity. Instead of going for the usual rock and sometimes pop crossovers this album goes full electropop and Adam Levine is not flattering with that sound. What Lovers Do is a catchy song but it still is just not as good as their old work. This album is for sure a skip.
neg,"This atrocious album shows the bandís complete ineptitude to listen to themselves, which is a basic task for a musician, with ungodly melodic repetitions that could be played in torture chambers, insanely tedious and bland harmonic progressions, and a disgusting, systematized weak timbre that couldnít even be improved in a long apologetic jam at the end, all presented so innocently it makes me want to burn all physical copies in existence. "
neg,"I really wanted to give this album a chance, but it is just plain bad. Maroon 5 have been on a rapid decline over the past few years, and ""Songs About Jane"" is still their shining achievement."
neg,"Incredibly bland and forgettable pop from Maroon 5. I can't remember a single song from the album. It's just there. There was nothing good here. Not that I expected something good. 

I can't write a review for something that did nothing but give me a headache. I can't believe how far this band has come from Songs About Jane. That was actually a semi-enjoyable album. Harder To Breathe is still my jam. All the slight hyperbole and angry rambling aside, here's some kind of a review. 

On the album Maroon 5 descends futher into the chasms of soulless pop and R&B music. The album flows with the lowest amount of steam like a river about to go dry. Adam Levine sings in his usual high-pitched voice, though I guess this time it's not too bad. Actually thinking about it now the fact that his voice is a little subdued kind of makes the album worse. At least usually there's something about Levine's voice that gives Maroon 5 the slightest bite. The best parts on the album come from the various featured artists. No clue how they got Kendrick and SZA on this. 

Really could be the worst album I've heard this year. "
neg,Maroon 5 has now to succumbed to generic mainstream trash. Anyone who is expecting for the old sound will be deeply upset by the direction they have taken.
neg,"The worst album I've ever heard in the pop genre. It was awful.The sound of Adam is good on this album, but the lyrics and performance of other members of the band are catastrophic."
neg,"Changes for the worse. Degradation. It seems that this is the beginning of the end of the once beautiful band. Where did the drive, corporate identity? I do not understand why they need 7 people. For such a ""music"" enough three."
pos,"While I can say, as a Coldplay fan, this is NOT their best record (that would go to A Rush Of Blood To The Head), it's up there. This album, as produced by Brian Eno of U2 production fame, brings many experimental elements to the album, giving the band all new sounds to utilize like soaring string sections (almost the and combining that with their pre-existing sound. You get excellent songs like ""Violet Hill"", ""Yes"", and ""Lovers in Japan"". I praise Coldplay and Brian Eno for experimenting their sound. So at this point you're wondering why this hasn't got a 9 or 10. Well, honestly, I can say that my problem is that the album covers almost too much; I have to keep resetting my mind that ""Wait, 'Viva La Vida'? That's Coldplay right?"" Some songs are too far from their sound. Overall, It deserves a thorough listen, and if you're a fan of Radiohead (or experimental rock in general) this album would appeal to you more than their others. "
